Key	Press_Time	Relase_Time	Daylight	
ctrl_l	2021-09-13 13:20:36.707259	2021-09-13 13:20:37.261778	Afternoon
ctrl_l	2021-09-13 13:20:56.154265	2021-09-13 13:20:56.154265	Afternoon
$	2021-09-13 13:20:56.894286	2021-09-13 13:20:57.144617	Afternoon
$	2021-09-13 13:20:57.330121	2021-09-13 13:20:57.459774	Afternoon
$	2021-09-13 13:20:57.538563	2021-09-13 13:20:57.715092	Afternoon
$	2021-09-13 13:20:57.718083	2021-09-13 13:20:57.875662	Afternoon
ctrl_l	2021-09-13 13:20:56.365699	2021-09-13 13:20:57.919546	Afternoon
ctrl_l	2021-09-13 13:21:03.327088	2021-09-13 13:21:03.331076	Afternoon
ctrl_l	2021-09-13 13:21:03.572431	2021-09-13 13:21:03.985327	Afternoon
ctrl_l	2021-09-13 13:21:04.047163	2021-09-13 13:21:04.048159	Afternoon
$	2021-09-13 13:21:05.862308	2021-09-13 13:21:06.043825	Afternoon
ctrl_l	2021-09-13 13:21:05.619958	2021-09-13 13:21:06.242292	Afternoon
$	2021-09-13 13:21:16.243554	2021-09-13 13:21:16.357257	Afternoon
$	2021-09-13 13:21:16.645479	2021-09-13 13:21:16.785105	Afternoon
$	2021-09-13 13:21:17.324662	2021-09-13 13:21:17.388492	Afternoon
$	2021-09-13 13:21:32.494106	2021-09-13 13:21:32.654675	Afternoon
$	2021-09-13 13:21:32.773359	2021-09-13 13:21:32.892041	Afternoon
$	2021-09-13 13:21:33.008730	2021-09-13 13:21:33.120431	Afternoon
backspace	2021-09-13 13:21:39.414602	2021-09-13 13:21:39.510376	Afternoon
$	2021-09-13 13:22:21.710519	2021-09-13 13:22:21.844161	Afternoon
$	2021-09-13 13:22:21.965837	2021-09-13 13:22:22.054599	Afternoon
$	2021-09-13 13:23:05.103502	2021-09-13 13:23:05.201241	Afternoon
$	2021-09-13 13:23:05.475507	2021-09-13 13:23:05.672980	Afternoon
enter	2021-09-13 13:23:05.899374	2021-09-13 13:23:06.003096	Afternoon
caps_lock	2021-09-13 13:24:30.980094	2021-09-13 13:24:31.145640	Afternoon
$	2021-09-13 13:24:31.388989	2021-09-13 13:24:31.388989	Afternoon
$	2021-09-13 13:24:32.244700	2021-09-13 13:24:32.399287	Afternoon
$	2021-09-13 13:24:32.400285	2021-09-13 13:24:32.574816	Afternoon
space	2021-09-13 13:24:32.574816	2021-09-13 13:24:32.737382	Afternoon
$	2021-09-13 13:24:32.749351	2021-09-13 13:24:32.949816	Afternoon
$	2021-09-13 13:24:33.074481	2021-09-13 13:24:33.298882	Afternoon
$	2021-09-13 13:24:33.196157	2021-09-13 13:24:33.343761	Afternoon
space	2021-09-13 13:24:33.272951	2021-09-13 13:24:33.446490	Afternoon
$	2021-09-13 13:24:33.498349	2021-09-13 13:24:33.616035	Afternoon
$	2021-09-13 13:24:33.615036	2021-09-13 13:24:33.771618	Afternoon
$	2021-09-13 13:24:33.770621	2021-09-13 13:24:33.915234	Afternoon
space	2021-09-13 13:24:33.914237	2021-09-13 13:24:34.057852	Afternoon
$	2021-09-13 13:24:34.232386	2021-09-13 13:24:34.263304	Afternoon
backspace	2021-09-13 13:24:34.675203	2021-09-13 13:24:34.761970	Afternoon
$	2021-09-13 13:24:35.456114	2021-09-13 13:24:35.512963	Afternoon
$	2021-09-13 13:24:35.629649	2021-09-13 13:24:35.796207	Afternoon
space	2021-09-13 13:24:35.846074	2021-09-13 13:24:35.976725	Afternoon
enter	2021-09-13 13:24:36.101390	2021-09-13 13:24:36.177186	Afternoon
caps_lock	2021-09-13 13:24:43.427857	2021-09-13 13:24:43.580447	Afternoon
$	2021-09-13 13:24:43.841750	2021-09-13 13:24:43.990361	Afternoon
caps_lock	2021-09-13 13:24:43.988357	2021-09-13 13:24:44.122001	Afternoon
$	2021-09-13 13:24:44.095074	2021-09-13 13:24:44.210764	Afternoon
enter	2021-09-13 13:24:44.329447	2021-09-13 13:24:44.439172	Afternoon
$	2021-09-13 13:24:45.235068	2021-09-13 13:24:45.393647	Afternoon
$	2021-09-13 13:24:45.610581	2021-09-13 13:24:45.753200	Afternoon
$	2021-09-13 13:24:45.732255	2021-09-13 13:24:45.872881	Afternoon
space	2021-09-13 13:24:45.851936	2021-09-13 13:24:45.976602	Afternoon
$	2021-09-13 13:24:46.066875	2021-09-13 13:24:46.202656	Afternoon
$	2021-09-13 13:24:46.329317	2021-09-13 13:24:46.543744	Afternoon
$	2021-09-13 13:24:46.516817	2021-09-13 13:24:46.651459	Afternoon
space	2021-09-13 13:24:46.544742	2021-09-13 13:24:46.731246	Afternoon
$	2021-09-13 13:24:47.058369	2021-09-13 13:24:47.222928	Afternoon
$	2021-09-13 13:24:47.646319	2021-09-13 13:24:47.791930	Afternoon
$	2021-09-13 13:24:47.993391	2021-09-13 13:24:48.136011	Afternoon
space	2021-09-13 13:24:48.112074	2021-09-13 13:24:48.324506	Afternoon
$	2021-09-13 13:24:48.294588	2021-09-13 13:24:48.393322	Afternoon
$	2021-09-13 13:24:48.523973	2021-09-13 13:24:48.603275	Afternoon
$	2021-09-13 13:24:48.604275	2021-09-13 13:24:48.740422	Afternoon
space	2021-09-13 13:24:48.763361	2021-09-13 13:24:48.877058	Afternoon
$	2021-09-13 13:24:48.918946	2021-09-13 13:24:49.009703	Afternoon
$	2021-09-13 13:24:49.140634	2021-09-13 13:24:49.248374	Afternoon
$	2021-09-13 13:24:49.291257	2021-09-13 13:24:49.427408	Afternoon
$	2021-09-13 13:24:49.555576	2021-09-13 13:24:49.696201	Afternoon
enter	2021-09-13 13:24:50.055241	2021-09-13 13:24:50.149988	Afternoon
$	2021-09-13 13:28:02.973475	2021-09-13 13:28:03.095667	Afternoon
$	2021-09-13 13:28:03.459714	2021-09-13 13:28:03.604838	Afternoon
enter	2021-09-13 13:28:03.825761	2021-09-13 13:28:03.966385	Afternoon
$	2021-09-13 13:41:46.540715	2021-09-13 13:41:46.742201	Afternoon
$	2021-09-13 13:41:46.807032	2021-09-13 13:41:46.974607	Afternoon
ctrl_l	2021-09-13 13:41:46.326181	2021-09-13 13:41:47.054394	Afternoon
ctrl_l	2021-09-13 13:41:50.122818	2021-09-13 13:41:50.171688	Afternoon
ctrl_l	2021-09-13 13:41:50.319294	2021-09-13 13:41:50.320290	Afternoon
$	2021-09-13 13:20:35.011796	2021-09-13 13:41:50.479863	Afternoon
$	2021-09-13 13:41:50.743161	2021-09-13 13:41:50.973544	Afternoon
$	2021-09-13 13:41:51.051336	2021-09-13 13:41:51.133116	Afternoon
ctrl_l	2021-09-13 13:41:50.481858	2021-09-13 13:41:51.294687	Afternoon
caps_lock	2021-09-13 13:42:31.939584	2021-09-13 13:42:32.102652	Afternoon
$	2021-09-13 13:42:32.614616	2021-09-13 13:42:32.752596	Afternoon
caps_lock	2021-09-13 13:42:32.721600	2021-09-13 13:42:32.866628	Afternoon
$	2021-09-13 13:42:32.876603	2021-09-13 13:42:33.021570	Afternoon
enter	2021-09-13 13:42:33.271600	2021-09-13 13:42:33.418590	Afternoon
caps_lock	2021-09-13 13:43:06.847236	2021-09-13 13:43:06.991980	Afternoon
$	2021-09-13 13:43:07.100204	2021-09-13 13:43:07.232363	Afternoon
caps_lock	2021-09-13 13:43:07.232363	2021-09-13 13:43:07.351047	Afternoon
$	2021-09-13 13:43:07.324118	2021-09-13 13:43:07.427841	Afternoon
enter	2021-09-13 13:43:08.135948	2021-09-13 13:43:08.273579	Afternoon
caps_lock	2021-09-13 13:43:09.382077	2021-09-13 13:43:09.512094	Afternoon
$	2021-09-13 13:18:27.367067	2021-09-13 13:43:09.872579	Afternoon
$	2021-09-13 13:43:10.250579	2021-09-13 13:43:10.399614	Afternoon
$	2021-09-13 13:43:10.467601	2021-09-13 13:43:10.643909	Afternoon
space	2021-09-13 13:43:10.643909	2021-09-13 13:43:10.782742	Afternoon
caps_lock	2021-09-13 13:43:11.011816	2021-09-13 13:43:11.166404	Afternoon
backspace	2021-09-13 13:43:11.281095	2021-09-13 13:43:11.372368	Afternoon
backspace	2021-09-13 13:43:11.462638	2021-09-13 13:43:11.519486	Afternoon
backspace	2021-09-13 13:43:11.610244	2021-09-13 13:43:11.710974	Afternoon
$	2021-09-13 13:43:11.935374	2021-09-13 13:43:12.070015	Afternoon
backspace	2021-09-13 13:43:12.448555	2021-09-13 13:43:12.550028	Afternoon
$	2021-09-13 13:43:12.639788	2021-09-13 13:43:12.789655	Afternoon
$	2021-09-13 13:43:12.789655	2021-09-13 13:43:12.967204	Afternoon
space	2021-09-13 13:43:12.970201	2021-09-13 13:43:13.062466	Afternoon
$	2021-09-13 13:43:13.182151	2021-09-13 13:43:13.288861	Afternoon
$	2021-09-13 13:43:13.412531	2021-09-13 13:43:13.574098	Afternoon
$	2021-09-13 13:43:13.478355	2021-09-13 13:43:13.666851	Afternoon
space	2021-09-13 13:43:13.610999	2021-09-13 13:43:13.746638	Afternoon
$	2021-09-13 13:43:13.950620	2021-09-13 13:43:14.067804	Afternoon
$	2021-09-13 13:43:14.183509	2021-09-13 13:43:14.297185	Afternoon
$	2021-09-13 13:43:14.283218	2021-09-13 13:43:14.433816	Afternoon
$	2021-09-13 13:43:14.438803	2021-09-13 13:43:14.593390	Afternoon
$	2021-09-13 13:43:14.573442	2021-09-13 13:43:14.673361	Afternoon
$	2021-09-13 13:43:14.783068	2021-09-13 13:43:14.889783	Afternoon
space	2021-09-13 13:43:14.889783	2021-09-13 13:43:15.024425	Afternoon
$	2021-09-13 13:43:15.282732	2021-09-13 13:43:15.419368	Afternoon
$	2021-09-13 13:43:15.523090	2021-09-13 13:43:15.608859	Afternoon
$	2021-09-13 13:43:15.727543	2021-09-13 13:43:15.863102	Afternoon
$	2021-09-13 13:43:15.865095	2021-09-13 13:43:15.997742	Afternoon
space	2021-09-13 13:43:15.997742	2021-09-13 13:43:16.095479	Afternoon
$	2021-09-13 13:43:16.308426	2021-09-13 13:43:16.398183	Afternoon
$	2021-09-13 13:43:16.398183	2021-09-13 13:43:16.552770	Afternoon
space	2021-09-13 13:43:16.836013	2021-09-13 13:43:16.962675	Afternoon
$	2021-09-13 13:43:16.934748	2021-09-13 13:43:17.128231	Afternoon
space	2021-09-13 13:43:17.141196	2021-09-13 13:43:17.263870	Afternoon
$	2021-09-13 13:43:17.439400	2021-09-13 13:43:17.621480	Afternoon
$	2021-09-13 13:43:17.623474	2021-09-13 13:43:17.764098	Afternoon
$	2021-09-13 13:43:17.766092	2021-09-13 13:43:17.872807	Afternoon
$	2021-09-13 13:43:18.013433	2021-09-13 13:43:18.105186	Afternoon
$	2021-09-13 13:43:18.276731	2021-09-13 13:43:18.402392	Afternoon
$	2021-09-13 13:43:18.513606	2021-09-13 13:43:18.654229	Afternoon
space	2021-09-13 13:43:18.655227	2021-09-13 13:43:18.791863	Afternoon
$	2021-09-13 13:43:19.273256	2021-09-13 13:43:19.394443	Afternoon
$	2021-09-13 13:43:19.478221	2021-09-13 13:43:19.657739	Afternoon
space	2021-09-13 13:43:19.678686	2021-09-13 13:43:19.778416	Afternoon
$	2021-09-13 13:43:20.211259	2021-09-13 13:43:20.303021	Afternoon
space	2021-09-13 13:43:20.370843	2021-09-13 13:43:20.478552	Afternoon
backspace	2021-09-13 13:43:21.087933	2021-09-13 13:43:21.183676	Afternoon
$	2021-09-13 13:43:21.392120	2021-09-13 13:43:21.533740	Afternoon
space	2021-09-13 13:43:21.534737	2021-09-13 13:43:21.673368	Afternoon
$	2021-09-13 13:43:21.795042	2021-09-13 13:43:21.864855	Afternoon
$	2021-09-13 13:43:21.900762	2021-09-13 13:43:22.011355	Afternoon
$	2021-09-13 13:43:22.133029	2021-09-13 13:43:22.233759	Afternoon
$	2021-09-13 13:43:22.371392	2021-09-13 13:43:22.480116	Afternoon
$	2021-09-13 13:43:22.555898	2021-09-13 13:43:22.749381	Afternoon
space	2021-09-13 13:43:22.751376	2021-09-13 13:43:22.847120	Afternoon
$	2021-09-13 13:43:23.011679	2021-09-13 13:43:23.208153	Afternoon
$	2021-09-13 13:43:23.265004	2021-09-13 13:43:23.364738	Afternoon
$	2021-09-13 13:43:23.363739	2021-09-13 13:43:23.514369	Afternoon
space	2021-09-13 13:43:23.513394	2021-09-13 13:43:23.651515	Afternoon
$	2021-09-13 13:43:23.983626	2021-09-13 13:43:24.128239	Afternoon
$	2021-09-13 13:43:24.227974	2021-09-13 13:43:24.327706	Afternoon
$	2021-09-13 13:43:24.435418	2021-09-13 13:43:24.523693	Afternoon
$	2021-09-13 13:43:24.591513	2021-09-13 13:43:24.765560	Afternoon
space	2021-09-13 13:43:24.764566	2021-09-13 13:43:24.892911	Afternoon
$	2021-09-13 13:43:25.693168	2021-09-13 13:43:25.766973	Afternoon
backspace	2021-09-13 13:43:26.063186	2021-09-13 13:43:26.132995	Afternoon
$	2021-09-13 13:43:26.191836	2021-09-13 13:43:26.349417	Afternoon
$	2021-09-13 13:43:26.350414	2021-09-13 13:43:26.461117	Afternoon
$	2021-09-13 13:43:26.588775	2021-09-13 13:43:26.714344	Afternoon
backspace	2021-09-13 13:43:26.995618	2021-09-13 13:43:27.053459	Afternoon
backspace	2021-09-13 13:43:27.153194	2021-09-13 13:43:27.222009	Afternoon
backspace	2021-09-13 13:43:27.264896	2021-09-13 13:43:27.383577	Afternoon
$	2021-09-13 13:43:27.482313	2021-09-13 13:43:27.617953	Afternoon
$	2021-09-13 13:43:27.617953	2021-09-13 13:43:27.713695	Afternoon
$	2021-09-13 13:43:27.893728	2021-09-13 13:43:27.901707	Afternoon
$	2021-09-13 13:43:27.972520	2021-09-13 13:43:28.093750	Afternoon
enter	2021-09-13 13:43:28.713529	2021-09-13 13:43:28.822240	Afternoon
caps_lock	2021-09-13 13:43:42.852854	2021-09-13 13:43:43.042348	Afternoon
$	2021-09-13 13:43:43.152854	2021-09-13 13:43:43.355312	Afternoon
caps_lock	2021-09-13 13:43:43.359301	2021-09-13 13:43:43.483969	Afternoon
space	2021-09-13 13:43:43.361299	2021-09-13 13:43:43.532838	Afternoon
$	2021-09-13 13:43:43.594673	2021-09-13 13:43:43.792145	Afternoon
$	2021-09-13 13:43:43.794141	2021-09-13 13:43:43.903849	Afternoon
$	2021-09-13 13:43:43.982635	2021-09-13 13:43:44.153689	Afternoon
$	2021-09-13 13:43:44.228002	2021-09-13 13:43:44.343703	Afternoon
$	2021-09-13 13:43:44.326747	2021-09-13 13:43:44.471638	Afternoon
$	2021-09-13 13:43:44.542453	2021-09-13 13:43:44.676091	Afternoon
$	2021-09-13 13:43:44.647169	2021-09-13 13:43:44.813724	Afternoon
space	2021-09-13 13:43:44.782806	2021-09-13 13:43:44.934910	Afternoon
$	2021-09-13 13:43:45.140362	2021-09-13 13:43:45.283978	Afternoon
$	2021-09-13 13:43:45.476464	2021-09-13 13:43:45.612101	Afternoon
backspace	2021-09-13 13:43:45.850464	2021-09-13 13:43:45.902326	Afternoon
backspace	2021-09-13 13:43:46.012035	2021-09-13 13:43:46.076859	Afternoon
$	2021-09-13 13:43:46.240127	2021-09-13 13:43:46.370153	Afternoon
$	2021-09-13 13:43:46.463419	2021-09-13 13:43:46.672859	Afternoon
$	2021-09-13 13:43:46.623990	2021-09-13 13:43:46.776582	Afternoon
$	2021-09-13 13:43:46.908230	2021-09-13 13:43:47.034891	Afternoon
$	2021-09-13 13:43:47.121662	2021-09-13 13:43:47.201446	Afternoon
$	2021-09-13 13:43:47.364013	2021-09-13 13:43:47.466738	Afternoon
space	2021-09-13 13:43:47.467735	2021-09-13 13:43:47.615340	Afternoon
$	2021-09-13 13:43:47.815804	2021-09-13 13:43:47.818797	Afternoon
$	2021-09-13 13:43:47.876155	2021-09-13 13:43:47.962439	Afternoon
$	2021-09-13 13:43:48.014300	2021-09-13 13:43:48.147953	Afternoon
$	2021-09-13 13:43:48.147953	2021-09-13 13:43:48.226742	Afternoon
$	2021-09-13 13:43:48.392299	2021-09-13 13:43:48.582790	Afternoon
space	2021-09-13 13:43:48.553866	2021-09-13 13:43:48.702469	Afternoon
$	2021-09-13 13:43:48.897947	2021-09-13 13:43:49.027601	Afternoon
$	2021-09-13 13:43:49.267849	2021-09-13 13:43:49.354751	Afternoon
backspace	2021-09-13 13:43:49.587130	2021-09-13 13:43:50.330143	Afternoon
$	2021-09-13 13:43:50.645302	2021-09-13 13:43:50.794902	Afternoon
backspace	2021-09-13 13:43:51.053766	2021-09-13 13:43:51.147516	Afternoon
$	2021-09-13 13:43:51.365024	2021-09-13 13:43:51.464020	Afternoon
$	2021-09-13 13:43:51.463025	2021-09-13 13:43:51.623106	Afternoon
$	2021-09-13 13:43:51.589202	2021-09-13 13:43:51.683460	Afternoon
$	2021-09-13 13:43:51.947754	2021-09-13 13:43:52.102340	Afternoon
space	2021-09-13 13:43:52.139241	2021-09-13 13:43:52.295824	Afternoon
$	2021-09-13 13:43:52.320756	2021-09-13 13:43:52.472349	Afternoon
$	2021-09-13 13:43:52.623465	2021-09-13 13:43:52.715730	Afternoon
$	2021-09-13 13:43:52.550143	2021-09-13 13:43:52.724706	Afternoon
$	2021-09-13 13:43:52.878297	2021-09-13 13:43:52.989998	Afternoon
space	2021-09-13 13:43:52.981021	2021-09-13 13:43:53.128173	Afternoon
$	2021-09-13 13:43:53.187016	2021-09-13 13:43:53.311683	Afternoon
$	2021-09-13 13:43:53.429367	2021-09-13 13:43:53.675707	Afternoon
$	2021-09-13 13:43:53.472252	2021-09-13 13:43:53.676705	Afternoon
enter	2021-09-13 13:43:54.041729	2021-09-13 13:43:54.144455	Afternoon
ctrl_l	2021-09-13 13:45:03.808379	2021-09-13 13:45:03.808379	Afternoon
$	2021-09-13 13:45:04.728918	2021-09-13 13:45:04.957307	Afternoon
$	2021-09-13 13:45:05.506837	2021-09-13 13:45:05.730240	Afternoon
ctrl_l	2021-09-13 13:45:04.041754	2021-09-13 13:45:06.112225	Afternoon
caps_lock	2021-09-13 14:04:54.199713	2021-09-13 14:04:54.343328	Afternoon
$	2021-09-13 14:04:54.759218	2021-09-13 14:04:54.881889	Afternoon
caps_lock	2021-09-13 14:04:54.878896	2021-09-13 14:04:54.988603	Afternoon
$	2021-09-13 14:04:55.163139	2021-09-13 14:04:55.300770	Afternoon
$	2021-09-13 14:04:55.421453	2021-09-13 14:04:55.554092	Afternoon
$	2021-09-13 14:04:55.629890	2021-09-13 14:04:55.778491	Afternoon
$	2021-09-13 14:04:55.795447	2021-09-13 14:04:55.975964	Afternoon
backspace	2021-09-13 14:04:56.604284	2021-09-13 14:04:56.683072	Afternoon
backspace	2021-09-13 14:04:56.757881	2021-09-13 14:04:56.868578	Afternoon
$	2021-09-13 14:04:57.341313	2021-09-13 14:04:57.548759	Afternoon
$	2021-09-13 14:04:57.684397	2021-09-13 14:04:57.863917	Afternoon
$	2021-09-13 14:04:57.924757	2021-09-13 14:04:58.117240	Afternoon
space	2021-09-13 14:04:58.117240	2021-09-13 14:04:58.251879	Afternoon
caps_lock	2021-09-13 14:04:58.476279	2021-09-13 14:04:58.616905	Afternoon
$	2021-09-13 14:04:58.776476	2021-09-13 14:04:58.903139	Afternoon
caps_lock	2021-09-13 14:04:59.018828	2021-09-13 14:04:59.199345	Afternoon
$	2021-09-13 14:04:59.165438	2021-09-13 14:04:59.293094	Afternoon
$	2021-09-13 14:04:59.386845	2021-09-13 14:04:59.524479	Afternoon
$	2021-09-13 14:04:59.736909	2021-09-13 14:04:59.877535	Afternoon
$	2021-09-13 14:04:59.958318	2021-09-13 14:05:00.045086	Afternoon
$	2021-09-13 14:05:00.155789	2021-09-13 14:05:00.281454	Afternoon
$	2021-09-13 14:05:00.384178	2021-09-13 14:05:00.545756	Afternoon
$	2021-09-13 14:08:43.480702	2021-09-13 14:08:43.666205	Afternoon
$	2021-09-13 14:08:43.743997	2021-09-13 14:08:43.870659	Afternoon
ctrl_l	2021-09-13 14:08:43.344067	2021-09-13 14:08:43.947453	Afternoon
$	2021-09-13 14:08:44.671517	2021-09-13 14:08:44.826103	Afternoon
ctrl_l	2021-09-13 14:08:44.475043	2021-09-13 14:08:44.981687	Afternoon
$	2021-09-13 14:08:46.485667	2021-09-13 14:08:46.639256	Afternoon
$	2021-09-13 14:08:46.939452	2021-09-13 14:08:47.122962	Afternoon
ctrl_l	2021-09-13 14:08:52.692071	2021-09-13 14:08:52.693073	Afternoon
ctrl_l	2021-09-13 14:08:52.983294	2021-09-13 14:08:53.419129	Afternoon
$	2021-09-13 14:08:53.881891	2021-09-13 14:08:54.098317	Afternoon
$	2021-09-13 14:08:54.302767	2021-09-13 14:08:54.493257	Afternoon
ctrl_l	2021-09-13 14:08:53.697386	2021-09-13 14:08:54.610943	Afternoon
$	2021-09-13 14:08:54.969982	2021-09-13 14:08:55.132548	Afternoon
ctrl_l	2021-09-13 14:08:54.827365	2021-09-13 14:08:55.314061	Afternoon
$	2021-09-13 14:09:06.685658	2021-09-13 14:09:06.805339	Afternoon
$	2021-09-13 14:09:07.281067	2021-09-13 14:09:07.290044	Afternoon
ctrl_l	2021-09-13 14:09:08.224546	2021-09-13 14:09:08.224546	Afternoon
$	2021-09-13 14:09:08.957589	2021-09-13 14:09:09.130123	Afternoon
ctrl_l	2021-09-13 14:09:08.780059	2021-09-13 14:09:09.230854	Afternoon
$	2021-09-13 14:09:09.664695	2021-09-13 14:09:09.825265	Afternoon
ctrl_l	2021-09-13 14:09:09.464231	2021-09-13 14:09:09.950929	Afternoon
$	2021-09-13 14:09:17.200545	2021-09-13 14:09:17.392034	Afternoon
$	2021-09-13 14:09:17.452872	2021-09-13 14:09:17.569560	Afternoon
ctrl_l	2021-09-13 14:09:17.058925	2021-09-13 14:09:17.644362	Afternoon
ctrl_l	2021-09-13 14:09:21.618734	2021-09-13 14:09:21.652644	Afternoon
$	2021-09-13 14:09:23.591459	2021-09-13 14:09:23.772974	Afternoon
ctrl_l	2021-09-13 14:09:21.898984	2021-09-13 14:09:23.978425	Afternoon
ctrl_l	2021-09-13 14:10:31.320382	2021-09-13 14:10:31.558742	Afternoon
$	2021-09-13 14:10:34.198682	2021-09-13 14:10:34.331329	Afternoon
$	2021-09-13 14:10:34.414106	2021-09-13 14:10:34.538772	Afternoon
$	2021-09-13 14:10:34.588640	2021-09-13 14:10:34.714303	Afternoon
ctrl_l	2021-09-13 14:10:33.982263	2021-09-13 14:10:34.769156	Afternoon
ctrl_l	2021-09-13 14:10:38.712613	2021-09-13 14:10:38.712613	Afternoon
ctrl_l	2021-09-13 14:10:38.964941	2021-09-13 14:10:40.604557	Afternoon
$	2021-09-13 14:10:42.367840	2021-09-13 14:10:42.539382	Afternoon
ctrl_l	2021-09-13 14:10:42.157402	2021-09-13 14:10:42.748822	Afternoon
space	2021-09-13 14:10:44.025409	2021-09-13 14:10:44.149078	Afternoon
$	2021-09-13 14:10:44.459250	2021-09-13 14:10:44.595884	Afternoon
$	2021-09-13 14:10:44.666695	2021-09-13 14:10:44.824273	Afternoon
$	2021-09-13 14:10:44.824273	2021-09-13 14:10:44.972876	Afternoon
$	2021-09-13 14:10:45.102529	2021-09-13 14:10:45.298007	Afternoon
space	2021-09-13 14:10:45.235174	2021-09-13 14:10:45.378791	Afternoon
$	2021-09-13 13:45:04.041754	2021-09-13 14:10:45.499468	Afternoon
$	2021-09-13 14:10:45.500470	2021-09-13 14:10:45.608177	Afternoon
$	2021-09-13 14:10:45.715889	2021-09-13 14:10:45.812631	Afternoon
$	2021-09-13 14:10:46.001127	2021-09-13 14:10:46.091883	Afternoon
$	2021-09-13 14:10:46.167682	2021-09-13 14:10:46.289356	Afternoon
$	2021-09-13 14:10:46.290364	2021-09-13 14:10:46.404058	Afternoon
$	2021-09-13 14:10:46.465884	2021-09-13 14:10:46.597537	Afternoon
space	2021-09-13 14:10:46.595538	2021-09-13 14:10:46.751121	Afternoon
$	2021-09-13 14:10:46.756108	2021-09-13 14:10:46.859830	Afternoon
$	2021-09-13 14:10:46.937622	2021-09-13 14:10:47.084230	Afternoon
$	2021-09-13 14:10:47.079244	2021-09-13 14:10:47.209895	Afternoon
$	2021-09-13 14:10:47.208898	2021-09-13 14:10:47.340545	Afternoon
ctrl_l	2021-09-13 14:11:11.100023	2021-09-13 14:11:11.100023	Afternoon
$	2021-09-13 14:11:11.706401	2021-09-13 14:11:11.839046	Afternoon
$	2021-09-13 14:11:11.896890	2021-09-13 14:11:11.995627	Afternoon
$	2021-09-13 14:11:12.046490	2021-09-13 14:11:12.177141	Afternoon
ctrl_l	2021-09-13 14:11:11.469034	2021-09-13 14:11:12.223027	Afternoon
caps_lock	2021-09-13 14:11:19.888523	2021-09-13 14:11:20.068044	Afternoon
$	2021-09-13 14:11:20.353282	2021-09-13 14:11:20.458003	Afternoon
caps_lock	2021-09-13 14:11:20.474957	2021-09-13 14:11:20.623559	Afternoon
$	2021-09-13 14:11:20.623559	2021-09-13 14:11:20.766178	Afternoon
$	2021-09-13 14:11:20.761194	2021-09-13 14:11:20.923761	Afternoon
$	2021-09-13 14:11:20.942705	2021-09-13 14:11:21.127212	Afternoon
space	2021-09-13 14:11:21.128211	2021-09-13 14:11:21.226945	Afternoon
$	2021-09-13 14:11:21.353608	2021-09-13 14:11:21.449379	Afternoon
$	2021-09-13 14:11:21.552077	2021-09-13 14:11:21.666769	Afternoon
$	2021-09-13 14:11:21.668764	2021-09-13 14:11:21.776481	Afternoon
space	2021-09-13 14:11:21.776481	2021-09-13 14:11:21.887181	Afternoon
$	2021-09-13 14:11:21.968962	2021-09-13 14:11:22.108587	Afternoon
$	2021-09-13 14:11:22.155464	2021-09-13 14:11:22.309055	Afternoon
$	2021-09-13 14:11:22.310050	2021-09-13 14:11:22.310050	Afternoon
$	2021-09-13 14:11:22.424743	2021-09-13 14:11:22.554396	Afternoon
$	2021-09-13 14:11:26.666402	2021-09-13 14:11:26.936679	Afternoon
$	2021-09-13 14:11:27.119192	2021-09-13 14:11:27.289736	Afternoon
ctrl_l	2021-09-13 14:11:26.437017	2021-09-13 14:11:27.495187	Afternoon
caps_lock	2021-09-13 14:11:31.583258	2021-09-13 14:11:31.748814	Afternoon
$	2021-09-13 14:11:32.233518	2021-09-13 14:11:32.401072	Afternoon
caps_lock	2021-09-13 14:11:32.660377	2021-09-13 14:11:32.788035	Afternoon
ctrl_l	2021-09-13 14:17:20.859422	2021-09-13 14:17:20.859422	Afternoon
$	2021-09-13 14:17:21.236414	2021-09-13 14:17:21.520654	Afternoon
$	2021-09-13 14:17:21.598445	2021-09-13 14:17:21.744057	Afternoon
ctrl_l	2021-09-13 14:17:21.021986	2021-09-13 14:17:21.820852	Afternoon
$	2021-09-13 14:17:28.655577	2021-09-13 14:17:28.871002	Afternoon
ctrl_l	2021-09-13 14:17:28.374331	2021-09-13 14:17:29.129311	Afternoon
$	2021-09-13 14:17:37.430118	2021-09-13 14:17:37.585702	Afternoon
$	2021-09-13 14:17:37.651526	2021-09-13 14:17:37.796140	Afternoon
$	2021-09-13 14:17:37.858978	2021-09-13 14:17:38.035499	Afternoon
ctrl_l	2021-09-13 14:17:37.204720	2021-09-13 14:17:38.125259	Afternoon
$	2021-09-13 14:17:42.642182	2021-09-13 14:17:42.888523	Afternoon
ctrl_l	2021-09-13 14:17:42.467648	2021-09-13 14:17:43.067046	Afternoon
ctrl_l	2021-09-13 14:17:48.843606	2021-09-13 14:17:48.844600	Afternoon
$	2021-09-13 14:17:49.597586	2021-09-13 14:17:49.813009	Afternoon
$	2021-09-13 14:17:49.986546	2021-09-13 14:17:50.103235	Afternoon
ctrl_l	2021-09-13 14:17:49.153774	2021-09-13 14:17:50.234883	Afternoon
delete	2021-09-13 14:17:51.210276	2021-09-13 14:17:51.293053	Afternoon
$	2021-09-13 14:18:10.756016	2021-09-13 14:18:10.948533	Afternoon
