Type	Stopped_Time	Activated_Time	Duration(s)	Daylight	
Mouse	2021-09-10 15:22:21.987483	2021-09-10 15:22:29.566223	7.57874	Afternoon
Mouse	2021-09-10 15:22:36.003016	2021-09-10 15:22:41.172197	5.169181	Afternoon
Keyboard	2021-09-10 15:21:19.283109	2021-09-10 15:22:54.373904	95.090795	Afternoon
Keyboard	2021-09-10 15:22:56.676748	2021-09-10 15:23:02.608890	5.932142	Afternoon
Keyboard	2021-09-10 15:23:15.923296	2021-09-10 15:24:04.805620	48.882324	Afternoon
Mouse	2021-09-10 15:24:26.331076	2021-09-10 15:24:31.824407	5.493331	Afternoon
Mouse	2021-09-10 15:25:09.131659	2021-09-10 15:25:16.127954	6.996295	Afternoon
Mouse	2021-09-10 15:25:55.410940	2021-09-10 15:30:28.257544	272.846604	Afternoon
Mouse	2021-09-10 15:30:30.285131	2021-09-10 15:32:00.297494	90.012363	Afternoon
Mouse	2021-09-10 15:32:03.770210	2021-09-10 15:38:02.096301	358.326091	Afternoon
Keyboard	2021-09-10 15:24:06.256741	2021-09-10 15:38:07.444005	841.187264	Afternoon
Mouse	2021-09-10 15:38:17.971860	2021-09-10 15:38:25.322211	7.350351	Afternoon
Mouse	2021-09-10 15:38:55.378861	2021-09-10 15:39:03.872155	8.493294	Afternoon
Keyboard	2021-09-10 15:38:08.128176	2021-09-10 15:39:22.297899	74.169723	Afternoon
Keyboard	2021-09-10 15:39:23.045900	2021-09-10 15:39:34.058460	11.01256	Afternoon
Keyboard	2021-09-10 15:39:34.765570	2021-09-10 15:39:46.174070	11.4085	Afternoon
Keyboard	2021-09-10 15:39:50.116533	2021-09-10 15:40:08.335826	18.219293	Afternoon
Keyboard	2021-09-10 15:40:20.054499	2021-09-10 15:40:28.640546	8.586047	Afternoon
Keyboard	2021-09-10 15:40:34.355268	2021-09-10 15:40:41.503160	7.147892	Afternoon
Mouse	2021-09-10 15:40:56.691559	2021-09-10 15:41:03.697827	7.006268	Afternoon
Mouse	2021-09-10 15:41:09.268935	2021-09-10 15:41:19.090678	9.821743	Afternoon
Mouse	2021-09-10 15:41:20.268529	2021-09-10 15:41:27.497204	7.228675	Afternoon
Mouse	2021-09-10 15:41:36.847210	2021-09-10 15:41:44.073890	7.22668	Afternoon
Mouse	2021-09-10 15:42:23.815649	2021-09-10 15:42:28.818275	5.002626	Afternoon
Mouse	2021-09-10 15:42:38.066553	2021-09-10 15:42:45.090774	7.024221	Afternoon
Mouse	2021-09-10 15:42:46.378332	2021-09-10 15:42:53.226030	6.847698	Afternoon
Mouse	2021-09-10 15:42:53.333739	2021-09-10 15:42:59.922125	6.588386	Afternoon
Keyboard	2021-09-10 15:40:47.379452	2021-09-10 15:43:29.938882	162.55943	Afternoon
Mouse	2021-09-10 15:43:28.866750	2021-09-10 15:43:38.442151	9.575401	Afternoon
Mouse	2021-09-10 15:43:43.190457	2021-09-10 15:43:49.705041	6.514584	Afternoon
Mouse	2021-09-10 15:44:10.864477	2021-09-10 15:44:18.641686	7.777209	Afternoon
Keyboard	2021-09-10 15:43:31.400974	2021-09-10 15:44:23.484738	52.083764	Afternoon
Keyboard	2021-09-10 15:44:25.504340	2021-09-10 15:44:47.574344	22.070004	Afternoon
Keyboard	2021-09-10 15:44:50.148459	2021-09-10 15:45:06.958523	16.810064	Afternoon
Mouse	2021-09-10 15:45:06.535652	2021-09-10 15:45:15.124208	8.588556	Afternoon
Mouse	2021-09-10 15:45:19.272120	2021-09-10 15:45:24.826272	5.554152	Afternoon
Keyboard	2021-09-10 15:45:11.808555	2021-09-10 15:45:33.812249	22.003694	Afternoon
Mouse	2021-09-10 15:45:49.473383	2021-09-10 15:45:58.513217	9.039834	Afternoon
Keyboard	2021-09-10 15:45:35.606453	2021-09-10 15:46:03.180738	27.574285	Afternoon
Mouse	2021-09-10 15:46:02.129549	2021-09-10 15:46:17.323929	15.19438	Afternoon
Mouse	2021-09-10 15:46:18.912683	2021-09-10 15:46:24.748083	5.8354	Afternoon
Keyboard	2021-09-10 15:46:24.230468	2021-09-10 15:46:40.612673	16.382205	Afternoon
Mouse	2021-09-10 15:46:42.942444	2021-09-10 15:46:57.682042	14.739598	Afternoon
Mouse	2021-09-10 15:47:18.098463	2021-09-10 15:47:24.999014	6.900551	Afternoon
Keyboard	2021-09-10 15:46:40.770251	2021-09-10 15:47:32.927819	52.157568	Afternoon
Mouse	2021-09-10 15:47:32.364337	2021-09-10 15:47:37.954381	5.590044	Afternoon
Keyboard	2021-09-10 15:47:34.146562	2021-09-10 15:47:44.007200	9.860638	Afternoon
Keyboard	2021-09-10 15:47:45.743559	2021-09-10 15:48:09.307565	23.564006	Afternoon
Keyboard	2021-09-10 15:48:10.319860	2021-09-10 15:48:53.488457	43.168597	Afternoon
Mouse	2021-09-10 15:48:56.082523	2021-09-10 15:49:05.929199	9.846676	Afternoon
Keyboard	2021-09-10 15:48:54.502747	2021-09-10 15:49:36.084585	41.581838	Afternoon
Mouse	2021-09-10 15:49:35.628804	2021-09-10 15:49:43.497767	7.868963	Afternoon
Mouse	2021-09-10 15:50:46.456461	2021-09-10 15:50:52.337738	5.881277	Afternoon
Mouse	2021-09-10 15:54:59.519755	2021-09-10 15:55:05.242457	5.722702	Afternoon
Mouse	2021-09-10 15:56:00.648340	2021-09-10 15:56:07.065185	6.416845	Afternoon
Mouse	2021-09-10 15:56:08.348756	2021-09-10 15:56:15.057819	6.709063	Afternoon
Mouse	2021-09-10 15:56:38.987849	2021-09-10 15:56:45.226172	6.238323	Afternoon
Keyboard	2021-09-10 15:49:43.004088	2021-09-10 15:57:00.899272	437.895184	Afternoon
Keyboard	2021-09-10 15:57:04.977370	2021-09-10 15:57:16.486602	11.509232	Afternoon
Mouse	2021-09-10 15:57:48.629675	2021-09-10 15:59:25.249383	96.619708	Afternoon
Keyboard	2021-09-10 15:57:21.337635	2021-09-10 15:59:26.829159	125.491524	Afternoon
Keyboard	2021-09-10 15:59:27.837464	2021-09-10 15:59:40.173487	12.336023	Afternoon
Mouse	2021-09-10 15:59:59.080941	2021-09-10 16:00:05.169663	6.088722	Evening
Mouse	2021-09-10 16:00:09.973823	2021-09-10 16:00:58.994775	49.020952	Evening
Mouse	2021-09-10 16:00:59.003750	2021-09-10 16:01:04.337491	5.333741	Evening
Keyboard	2021-09-10 15:59:47.914792	2021-09-10 16:01:07.509014	79.594222	Evening
Keyboard	2021-09-10 16:01:19.585728	2021-09-10 16:01:26.442398	6.85667	Evening
Keyboard	2021-09-10 16:01:30.270166	2021-09-10 16:01:49.459866	19.1897	Evening
Keyboard	2021-09-10 16:01:56.995722	2021-09-10 16:02:05.704442	8.70872	Evening
Keyboard	2021-09-10 16:02:06.526243	2021-09-10 16:02:12.484316	5.958073	Evening
Keyboard	2021-09-10 16:02:13.259243	2021-09-10 16:02:27.286745	14.027502	Evening
Mouse	2021-09-10 16:02:26.675380	2021-09-10 16:02:35.064951	8.389571	Evening
Keyboard	2021-09-10 16:02:37.645092	2021-09-10 16:02:44.197537	6.552445	Evening
Mouse	2021-09-10 16:02:43.710839	2021-09-10 16:02:56.796855	13.086016	Evening
Keyboard	2021-09-10 16:02:56.211421	2021-09-10 16:03:24.623467	28.412046	Evening
Mouse	2021-09-10 16:03:18.050038	2021-09-10 16:03:32.639039	14.589001	Evening
Mouse	2021-09-10 16:03:41.159262	2021-09-10 16:04:11.630802	30.47154	Evening
Mouse	2021-09-10 16:04:11.660723	2021-09-10 16:04:26.495066	14.834343	Evening
Mouse	2021-09-10 16:04:40.738989	2021-09-10 16:05:06.361492	25.622503	Evening
Keyboard	2021-09-10 16:03:26.158364	2021-09-10 16:05:24.752329	118.593965	Evening
Keyboard	2021-09-10 16:05:31.886257	2021-09-10 16:05:37.573053	5.686796	Evening
Keyboard	2021-09-10 16:05:45.965619	2021-09-10 16:05:52.086257	6.120638	Evening
Keyboard	2021-09-10 16:05:56.202252	2021-09-10 16:06:08.607091	12.404839	Evening
Mouse	2021-09-10 16:06:42.331934	2021-09-10 16:07:20.795112	38.463178	Evening
Mouse	2021-09-10 16:07:20.816057	2021-09-10 16:08:06.707375	45.891318	Evening
Mouse	2021-09-10 16:08:11.177425	2021-09-10 16:08:20.483547	9.306122	Evening
Mouse	2021-09-10 16:08:47.301854	2021-09-10 16:08:53.385591	6.083737	Evening
Mouse	2021-09-10 16:08:53.410524	2021-09-10 16:09:02.602950	9.192426	Evening
Mouse	2021-09-10 16:10:04.862909	2021-09-10 16:10:10.908650	6.045741	Evening
Mouse	2021-09-10 16:10:29.238904	2021-09-10 16:10:36.194798	6.955894	Evening
Mouse	2021-09-10 16:10:53.145683	2021-09-10 16:10:58.849860	5.704177	Evening
Mouse	2021-09-10 16:11:01.022706	2021-09-10 16:11:06.155823	5.133117	Evening
Keyboard	2021-09-10 16:06:21.140585	2021-09-10 16:11:59.610891	338.470306	Evening
Keyboard	2021-09-10 16:11:59.786934	2021-09-10 16:12:15.572855	15.785921	Evening
Keyboard	2021-09-10 16:12:20.210778	2021-09-10 16:12:31.307913	11.097135	Evening
Keyboard	2021-09-10 16:12:31.697898	2021-09-10 16:12:37.258899	5.561001	Evening
Mouse	2021-09-10 16:12:39.113994	2021-09-10 16:12:46.387040	7.273046	Evening
Keyboard	2021-09-10 16:12:41.637922	2021-09-10 16:12:48.954865	7.316943	Evening
Mouse	2021-09-10 16:13:33.582270	2021-09-10 16:13:40.282671	6.699404	Evening
Mouse	2021-09-10 16:13:56.612781	2021-09-10 16:14:02.604139	5.991358	Evening
Mouse	2021-09-10 16:14:09.973121	2021-09-10 16:14:16.547461	6.57434	Evening
Mouse	2021-09-10 16:16:19.909963	2021-09-10 16:16:25.455140	5.545177	Evening
Mouse	2021-09-10 16:16:42.377913	2021-09-10 16:17:09.375727	26.997814	Evening
Keyboard	2021-09-10 16:12:50.012613	2021-09-10 16:17:13.806881	263.794268	Evening
Keyboard	2021-09-10 16:17:14.643643	2021-09-10 16:17:23.264597	8.620954	Evening
Keyboard	2021-09-10 16:17:28.067757	2021-09-10 16:17:44.995506	16.927749	Evening
Mouse	2021-09-10 16:17:55.987120	2021-09-10 16:18:03.625700	7.63858	Evening
Keyboard	2021-09-10 16:17:48.811304	2021-09-10 16:18:14.412863	25.601559	Evening
Mouse	2021-09-10 16:18:26.460655	2021-09-10 16:18:34.250832	7.790177	Evening
Keyboard	2021-09-10 16:18:20.101656	2021-09-10 16:18:36.636453	16.534797	Evening
Mouse	2021-09-10 16:18:36.534726	2021-09-10 16:18:43.611805	7.077079	Evening
Keyboard	2021-09-10 16:18:39.753122	2021-09-10 16:18:49.068219	9.315097	Evening
Mouse	2021-09-10 16:18:48.722146	2021-09-10 16:18:59.202128	10.479982	Evening
Mouse	2021-09-10 16:19:02.520259	2021-09-10 16:19:07.714373	5.194114	Evening
Mouse	2021-09-10 16:19:40.662921	2021-09-10 16:20:01.732717	21.069796	Evening
Mouse	2021-09-10 16:20:35.330900	2021-09-10 16:23:06.594529	151.263629	Evening
Mouse	2021-09-10 16:23:11.644030	2021-09-10 16:23:17.059554	5.415524	Evening
Mouse	2021-09-10 16:23:24.630314	2021-09-10 16:23:30.033870	5.403556	Evening
Keyboard	2021-09-10 16:18:58.040234	2021-09-10 16:24:18.197115	320.156881	Evening
Keyboard	2021-09-10 16:24:21.579073	2021-09-10 16:24:35.515816	13.936743	Evening
Mouse	2021-09-10 16:24:32.067036	2021-09-10 16:24:43.026738	10.959702	Evening
Mouse	2021-09-10 16:24:54.848136	2021-09-10 16:25:53.013643	58.165507	Evening
Mouse	2021-09-10 16:25:54.128661	2021-09-10 16:25:59.140264	5.011603	Evening
Mouse	2021-09-10 16:26:10.847966	2021-09-10 16:26:19.243523	8.395557	Evening
Mouse	2021-09-10 16:26:59.285479	2021-09-10 16:27:40.730683	41.445204	Evening
Keyboard	2021-09-10 16:24:42.177011	2021-09-10 16:27:46.963025	184.786014	Evening
Keyboard	2021-09-10 16:27:48.853970	2021-09-10 16:28:01.390870	12.5369	Evening
Mouse	2021-09-10 16:27:59.816597	2021-09-10 16:28:06.530713	6.714116	Evening
Mouse	2021-09-10 16:29:22.863631	2021-09-10 16:29:28.845555	5.981924	Evening
Mouse	2021-09-10 16:29:52.428356	2021-09-10 16:29:58.879462	6.451106	Evening
Keyboard	2021-09-10 16:28:05.586431	2021-09-10 16:30:37.031004	151.444573	Evening
Keyboard	2021-09-10 16:30:41.093450	2021-09-10 16:30:52.453689	11.360239	Evening
Keyboard	2021-09-10 16:30:54.018187	2021-09-10 16:31:12.579347	18.56116	Evening
Mouse	2021-09-10 16:31:12.331856	2021-09-10 16:31:19.698796	7.36694	Evening
Keyboard	2021-09-10 16:31:18.607636	2021-09-10 16:31:55.396356	36.78872	Evening
Mouse	2021-09-10 16:32:09.596719	2021-09-10 16:32:14.886403	5.289684	Evening
Mouse	2021-09-10 16:32:26.348836	2021-09-10 16:32:32.674349	6.325513	Evening
Mouse	2021-09-10 16:32:53.550383	2021-09-10 16:33:04.149475	10.599092	Evening
Mouse	2021-09-10 16:33:40.660470	2021-09-10 16:33:49.482521	8.822051	Evening
Mouse	2021-09-10 16:34:07.051385	2021-09-10 16:34:22.226465	15.17508	Evening
Keyboard	2021-09-10 16:31:58.155684	2021-09-10 16:34:34.121485	155.965801	Evening
Mouse	2021-09-10 16:34:42.801489	2021-09-10 16:34:48.691666	5.890177	Evening
Mouse	2021-09-10 16:35:13.348334	2021-09-10 16:36:25.402714	72.05438	Evening
Mouse	2021-09-10 16:36:35.284298	2021-09-10 16:36:43.763638	8.47934	Evening
Mouse	2021-09-10 16:36:46.081448	2021-09-10 16:36:53.571410	7.489962	Evening
Mouse	2021-09-10 16:40:47.348456	2021-09-10 16:40:56.491019	9.142563	Evening
Keyboard	2021-09-10 16:34:39.106493	2021-09-10 16:40:58.326110	379.219617	Evening
Mouse	2021-09-10 16:40:57.379641	2021-09-10 16:41:15.547073	18.167432	Evening
Mouse	2021-09-10 16:41:18.971949	2021-09-10 16:44:11.438864	172.466915	Evening
Mouse	2021-09-10 16:44:16.988029	2021-09-10 16:44:22.747632	5.759603	Evening
Keyboard	2021-09-10 16:41:14.041100	2021-09-10 16:44:27.130923	193.089823	Evening
Mouse	2021-09-10 16:44:35.206327	2021-09-10 16:44:43.060331	7.854004	Evening
Mouse	2021-09-10 16:45:17.504252	2021-09-10 16:45:22.507876	5.003624	Evening
Mouse	2021-09-10 16:45:39.333904	2021-09-10 16:46:57.964692	78.630788	Evening
Mouse	2021-09-10 16:46:58.519210	2021-09-10 16:50:06.042905	187.523695	Evening
Mouse	2021-09-10 16:50:07.396286	2021-09-10 16:55:33.572324	326.176038	Evening
Keyboard	2021-09-10 16:44:28.161170	2021-09-10 16:55:57.674890	689.51372	Evening
Keyboard	2021-09-10 16:56:01.216424	2021-09-10 16:56:07.903547	6.687123	Evening
Keyboard	2021-09-10 16:56:13.110627	2021-09-10 16:56:30.719552	17.608925	Evening
Keyboard	2021-09-10 16:56:32.233513	2021-09-10 16:57:02.752919	30.519406	Evening
Mouse	2021-09-10 16:57:29.770692	2021-09-10 16:58:34.131637	64.360945	Evening
Mouse	2021-09-10 16:58:38.988652	2021-09-10 16:59:53.060636	74.071984	Evening
Mouse	2021-09-10 16:59:59.737786	2021-09-10 17:00:05.835486	6.0977	Evening
Mouse	2021-09-10 17:00:09.505678	2021-09-10 17:01:43.338831	93.833153	Evening
Keyboard	2021-09-10 16:57:03.743271	2021-09-10 17:02:42.942495	339.199224	Evening
Mouse	2021-09-10 17:03:03.382851	2021-09-10 17:05:59.948839	176.565988	Evening
Mouse	2021-09-10 17:06:04.410911	2021-09-10 17:06:17.452047	13.041136	Evening
Mouse	2021-09-10 17:06:29.221583	2021-09-10 17:06:39.332555	10.110972	Evening
Keyboard	2021-09-10 17:02:44.280925	2021-09-10 17:06:41.221504	236.940579	Evening
Mouse	2021-09-10 17:06:40.441590	2021-09-10 17:06:52.683863	12.242273	Evening
Mouse	2021-09-10 17:07:33.221494	2021-09-10 17:07:51.308144	18.08665	Evening
Mouse	2021-09-10 17:08:48.722657	2021-09-10 17:10:34.811054	106.088397	Evening
Mouse	2021-09-10 17:10:37.957641	2021-09-10 17:12:00.781230	82.823589	Evening
Keyboard	2021-09-10 17:06:45.351467	2021-09-10 17:12:09.326385	323.974918	Evening
Mouse	2021-09-10 17:12:16.659782	2021-09-10 17:12:24.780073	8.120291	Evening
Mouse	2021-09-10 17:12:32.036674	2021-09-10 17:12:37.900998	5.864324	Evening
Keyboard	2021-09-10 17:12:11.899507	2021-09-10 17:12:48.937494	37.037987	Evening
Keyboard	2021-09-10 17:12:51.546520	2021-09-10 17:14:06.609855	75.063335	Evening
Mouse	2021-09-10 17:14:53.676031	2021-09-10 17:15:18.119688	24.443657	Evening
Mouse	2021-09-10 17:15:19.832110	2021-09-10 17:19:52.188151	272.356041	Evening
Keyboard	2021-09-10 17:14:13.040663	2021-09-10 17:20:07.641838	354.601175	Evening
Keyboard	2021-09-10 17:20:20.416689	2021-09-10 17:20:29.844484	9.427795	Evening
Mouse	2021-09-10 17:20:41.691814	2021-09-10 17:20:46.893907	5.202093	Evening
Keyboard	2021-09-10 17:20:33.890668	2021-09-10 17:21:03.502508	29.61184	Evening
Mouse	2021-09-10 17:21:25.472775	2021-09-10 17:21:33.437483	7.964708	Evening
Mouse	2021-09-10 17:21:34.645253	2021-09-10 17:21:39.733651	5.087401	Evening
Mouse	2021-09-10 17:21:53.096929	2021-09-10 17:21:58.884455	5.787526	Evening
Keyboard	2021-09-10 17:21:15.903356	2021-09-10 17:21:59.154734	43.251378	Evening
Mouse	2021-09-10 17:22:02.237491	2021-09-10 17:22:09.044296	6.806805	Evening
Mouse	2021-09-10 17:22:21.222739	2021-09-10 17:22:28.062456	6.839717	Evening
Mouse	2021-09-10 17:24:27.955944	2021-09-10 17:24:33.789350	5.833406	Evening
Mouse	2021-09-10 17:25:05.785815	2021-09-10 17:26:04.237555	58.45174	Evening
Mouse	2021-09-10 17:26:05.473253	2021-09-10 17:26:18.476491	13.003238	Evening
Mouse	2021-09-10 17:26:18.487461	2021-09-10 17:29:17.327372	178.839911	Evening
Mouse	2021-09-10 17:29:27.459285	2021-09-10 17:29:33.211907	5.752622	Evening
Mouse	2021-09-10 17:29:39.840188	2021-09-10 17:30:01.325750	21.485562	Evening
Keyboard	2021-09-10 17:21:59.959581	2021-09-10 17:31:27.694863	567.735282	Evening
Keyboard	2021-09-10 17:31:28.543592	2021-09-10 17:31:47.658493	19.114901	Evening
Keyboard	2021-09-10 17:31:48.413474	2021-09-10 17:32:11.204548	22.791074	Evening
Keyboard	2021-09-10 17:32:12.071230	2021-09-10 17:32:29.871645	17.800415	Evening
Mouse	2021-09-10 17:33:25.770211	2021-09-10 17:36:15.965230	170.195019	Evening
Mouse	2021-09-10 17:36:24.299949	2021-09-10 17:36:30.324844	6.024895	Evening
Mouse	2021-09-10 17:36:30.410614	2021-09-10 17:36:40.214406	9.803792	Evening
Mouse	2021-09-10 17:37:11.268391	2021-09-10 17:37:24.313516	13.045125	Evening
Keyboard	2021-09-10 17:32:30.597704	2021-09-10 17:38:03.564587	332.966883	Evening
Keyboard	2021-09-10 17:38:12.304223	2021-09-10 17:38:24.179479	11.875256	Evening
Keyboard	2021-09-10 17:38:30.855630	2021-09-10 17:38:39.613219	8.757589	Evening
Mouse	2021-09-10 17:38:38.112230	2021-09-10 17:38:49.229512	11.117282	Evening
Keyboard	2021-09-10 17:38:48.302988	2021-09-10 17:38:54.923290	6.620302	Evening
Keyboard	2021-09-10 17:38:55.926612	2021-09-10 17:39:02.735405	6.808793	Evening
Keyboard	2021-09-10 17:39:06.404597	2021-09-10 17:39:38.007116	31.602519	Evening
Keyboard	2021-09-10 17:39:39.185964	2021-09-10 17:40:40.984757	61.798793	Evening
Keyboard	2021-09-10 17:40:41.731761	2021-09-10 17:41:18.351865	36.620104	Evening
Keyboard	2021-09-10 17:41:19.881776	2021-09-10 17:41:38.147946	18.26617	Evening
Keyboard	2021-09-10 17:41:38.928857	2021-09-10 17:42:16.733794	37.804937	Evening
Keyboard	2021-09-10 17:42:33.289534	2021-09-10 17:42:38.979324	5.68979	Evening
Keyboard	2021-09-10 17:42:40.384568	2021-09-10 17:42:47.661116	7.276548	Evening
Keyboard	2021-09-10 17:42:54.061006	2021-09-10 17:42:59.098540	5.037534	Evening
Keyboard	2021-09-10 17:43:03.328232	2021-09-10 17:43:08.331858	5.003626	Evening
Keyboard	2021-09-10 17:43:10.607772	2021-09-10 17:43:23.040536	12.432764	Evening
Keyboard	2021-09-10 17:43:23.195122	2021-09-10 17:43:30.981308	7.786186	Evening
Keyboard	2021-09-10 17:43:38.327669	2021-09-10 17:43:46.226553	7.898884	Evening
Keyboard	2021-09-10 17:43:54.784674	2021-09-10 17:44:00.021674	5.237	Evening
Keyboard	2021-09-10 17:44:12.632962	2021-09-10 17:44:21.165153	8.532191	Evening
Mouse	2021-09-10 17:44:05.268646	2021-09-10 17:45:06.280545	61.011899	Evening
Keyboard	2021-09-10 17:45:04.449441	2021-09-10 17:45:20.137501	15.68806	Evening
Keyboard	2021-09-10 17:45:29.018759	2021-09-10 17:45:37.468172	8.449413	Evening
Mouse	2021-09-10 17:45:09.909843	2021-09-10 17:45:42.310229	32.400386	Evening
Keyboard	2021-09-10 17:45:39.493757	2021-09-10 17:45:47.400619	7.906862	Evening
Mouse	2021-09-10 17:46:24.160350	2021-09-10 17:46:31.999394	7.839044	Evening
Mouse	2021-09-10 17:46:50.693421	2021-09-10 17:46:56.062067	5.368646	Evening
Mouse	2021-09-10 17:46:59.145824	2021-09-10 17:47:04.462614	5.31679	Evening
Mouse	2021-09-10 17:47:04.582290	2021-09-10 17:47:09.708587	5.126297	Evening
Mouse	2021-09-10 17:47:15.605822	2021-09-10 17:47:21.830184	6.224362	Evening
Mouse	2021-09-10 17:47:29.909583	2021-09-10 17:48:34.629568	64.719985	Evening
Mouse	2021-09-10 17:48:58.426951	2021-09-10 17:50:29.339914	90.912963	Evening
Mouse	2021-09-10 17:50:35.380765	2021-09-10 17:53:02.533383	147.152618	Evening
Mouse	2021-09-10 17:53:19.098102	2021-09-10 17:53:24.748994	5.650892	Evening
Mouse	2021-09-10 17:53:28.614661	2021-09-10 17:53:37.030164	8.415503	Evening
Keyboard	2021-09-10 17:45:52.298526	2021-09-10 17:53:40.933728	468.635202	Evening
Mouse	2021-09-10 17:53:40.725286	2021-09-10 17:54:00.740778	20.015492	Evening
Keyboard	2021-09-10 17:53:56.141074	2021-09-10 17:54:03.265030	7.123956	Evening
Mouse	2021-09-10 17:54:02.832188	2021-09-10 17:54:09.622037	6.789849	Evening
Mouse	2021-09-10 17:54:27.237944	2021-09-10 17:55:08.040866	40.802922	Evening
Mouse	2021-09-10 17:55:09.988659	2021-09-10 17:58:53.605865	223.617206	Evening
Mouse	2021-09-10 17:59:02.802282	2021-09-10 17:59:08.029307	5.227025	Evening
Keyboard	2021-09-10 17:54:08.635673	2021-09-10 17:59:11.946835	303.311162	Evening
Keyboard	2021-09-10 17:59:18.434492	2021-09-10 17:59:26.782181	8.347689	Evening
Mouse	2021-09-10 17:59:11.174899	2021-09-10 17:59:42.343017	31.168118	Evening
Mouse	2021-09-10 17:59:52.128857	2021-09-10 18:03:02.822078	190.693221	Evening
Mouse	2021-09-10 18:03:07.645184	2021-09-10 18:03:14.117881	6.472697	Evening
Keyboard	2021-09-10 17:59:40.919821	2021-09-10 18:03:23.756115	222.836294	Evening
Mouse	2021-09-10 18:03:18.332615	2021-09-10 18:03:44.966414	26.633799	Evening
Mouse	2021-09-10 18:03:45.020270	2021-09-10 18:03:55.915145	10.894875	Evening
Mouse	2021-09-10 18:03:56.002910	2021-09-10 18:04:03.581650	7.57874	Evening
Mouse	2021-09-10 18:04:05.159431	2021-09-10 18:04:38.422510	33.263079	Evening
Keyboard	2021-09-10 18:04:02.627201	2021-09-10 18:04:58.753160	56.125959	Evening
Keyboard	2021-09-10 18:05:01.465909	2021-09-10 18:05:18.517326	17.051417	Evening
Keyboard	2021-09-10 18:05:19.388995	2021-09-10 18:05:46.653110	27.264115	Evening
Keyboard	2021-09-10 18:05:47.094930	2021-09-10 18:05:52.172357	5.077427	Evening
Keyboard	2021-09-10 18:05:56.818934	2021-09-10 18:06:02.099818	5.280884	Evening
Mouse	2021-09-10 18:06:01.894380	2021-09-10 18:06:07.477440	5.58306	Evening
Keyboard	2021-09-10 18:06:10.573166	2021-09-10 18:06:28.203035	17.629869	Evening
Keyboard	2021-09-10 18:06:36.165749	2021-09-10 18:06:45.927653	9.761904	Evening
Keyboard	2021-09-10 18:06:54.730121	2021-09-10 18:07:21.402817	26.672696	Evening
Keyboard	2021-09-10 18:07:24.899470	2021-09-10 18:07:33.922349	9.022879	Evening
Keyboard	2021-09-10 18:07:36.764751	2021-09-10 18:07:56.739356	19.974605	Evening
Mouse	2021-09-10 18:08:58.597986	2021-09-10 18:09:19.118130	20.520144	Evening
Keyboard	2021-09-10 18:07:57.416542	2021-09-10 18:09:20.828557	83.412015	Evening
Mouse	2021-09-10 18:09:20.037673	2021-09-10 18:10:27.238025	67.200352	Evening
Keyboard	2021-09-10 18:10:13.353144	2021-09-10 18:10:34.100682	20.747538	Evening
Mouse	2021-09-10 18:10:29.237682	2021-09-10 18:10:57.058307	27.820625	Evening
Keyboard	2021-09-10 18:10:52.148434	2021-09-10 18:11:04.002743	11.854309	Evening
Mouse	2021-09-10 18:11:03.627748	2021-09-10 18:11:08.718137	5.090389	Evening
Keyboard	2021-09-10 18:11:07.475460	2021-09-10 18:11:14.868696	7.393236	Evening
Mouse	2021-09-10 18:11:14.521624	2021-09-10 18:11:23.559463	9.037839	Evening
Mouse	2021-09-10 18:11:56.441559	2021-09-10 18:12:02.510336	6.068777	Evening
Mouse	2021-09-10 18:12:02.534273	2021-09-10 18:12:09.487683	6.95341	Evening
Mouse	2021-09-10 18:12:14.909190	2021-09-10 18:12:23.277818	8.368628	Evening
Mouse	2021-09-10 18:13:26.455924	2021-09-10 18:13:33.759400	7.303476	Evening
Mouse	2021-09-10 18:13:34.550286	2021-09-10 18:15:06.262113	91.711827	Evening
Mouse	2021-09-10 18:15:38.726328	2021-09-10 18:16:54.017619	75.291291	Evening
Mouse	2021-09-10 18:17:06.112287	2021-09-10 18:17:13.574338	7.462051	Evening
Mouse	2021-09-10 18:17:18.863199	2021-09-10 18:17:28.983146	10.119947	Evening
Keyboard	2021-09-10 18:11:22.994972	2021-09-10 18:17:41.739050	378.744078	Evening
Mouse	2021-09-10 18:17:41.215446	2021-09-10 18:17:49.985999	8.770553	Evening
Mouse	2021-09-10 18:18:04.988892	2021-09-10 18:18:10.525095	5.536203	Evening
Mouse	2021-09-10 18:18:10.534069	2021-09-10 18:18:17.577240	7.043171	Evening
Mouse	2021-09-10 18:18:17.691933	2021-09-10 18:18:27.182562	9.490629	Evening
Mouse	2021-09-10 18:18:28.160946	2021-09-10 18:18:34.041227	5.880281	Evening
Keyboard	2021-09-10 18:17:49.121311	2021-09-10 18:18:51.124559	62.003248	Evening
Mouse	2021-09-10 18:18:49.691399	2021-09-10 18:18:55.949659	6.25826	Evening
Keyboard	2021-09-10 18:18:55.474928	2021-09-10 18:19:05.919008	10.44408	Evening
Keyboard	2021-09-10 18:19:06.037694	2021-09-10 18:19:11.280675	5.242981	Evening
Keyboard	2021-09-10 18:19:14.327531	2021-09-10 18:19:19.595447	5.267916	Evening
Keyboard	2021-09-10 18:19:24.627994	2021-09-10 18:20:11.218445	46.590451	Evening
Keyboard	2021-09-10 18:20:17.616341	2021-09-10 18:20:48.293332	30.676991	Evening
Mouse	2021-09-10 18:21:12.488652	2021-09-10 18:21:20.486271	7.997619	Evening
