Type	Stopped_Time	Activated_Time	Duration(s)	Daylight	
Keyboard	2021-09-10 18:20:48.991468	2021-09-10 18:21:39.029699	50.038231	Evening
Keyboard	2021-09-10 18:21:44.704528	2021-09-10 18:22:52.665848	67.96132	Evening
Keyboard	2021-09-10 18:22:53.451748	2021-09-10 18:23:02.422765	8.971017	Evening
Keyboard	2021-09-10 18:23:03.836988	2021-09-10 18:23:15.113838	11.27685	Evening
Mouse	2021-09-10 18:23:14.456595	2021-09-10 18:23:19.934950	5.478355	Evening
Keyboard	2021-09-10 18:23:19.146061	2021-09-10 18:25:55.520026	156.373965	Evening
Mouse	2021-09-10 18:27:01.207424	2021-09-10 18:30:16.414604	195.20718	Evening
Keyboard	2021-09-10 18:25:58.187894	2021-09-10 18:31:00.312253	302.124359	Evening
Mouse	2021-09-10 18:30:59.536327	2021-09-10 18:31:05.638015	6.101688	Evening
Mouse	2021-09-10 18:32:10.799831	2021-09-10 18:32:18.527185	7.727354	Evening
Keyboard	2021-09-10 18:31:04.631706	2021-09-10 18:32:38.466111	93.834405	Evening
Mouse	2021-09-10 18:33:34.472911	2021-09-10 18:33:41.639114	7.166203	Evening
Mouse	2021-09-10 18:34:21.710591	2021-09-10 18:34:46.310665	24.600074	Evening
Mouse	2021-09-10 18:35:05.628225	2021-09-10 18:35:11.904631	6.276406	Evening
Keyboard	2021-09-10 18:32:40.101848	2021-09-10 18:36:22.689081	222.587233	Evening
Mouse	2021-09-10 18:40:51.082693	2021-09-10 18:40:56.095811	5.013118	Evening
Keyboard	2021-09-10 18:36:24.426605	2021-09-10 18:41:41.610304	317.183699	Evening
Mouse	2021-09-10 18:41:43.722245	2021-09-10 18:41:54.839666	11.117421	Evening
Mouse	2021-09-10 18:42:04.612646	2021-09-10 18:42:09.653784	5.041138	Evening
Mouse	2021-09-10 18:42:20.910656	2021-09-10 18:42:26.311114	5.400458	Evening
Mouse	2021-09-10 18:42:58.988509	2021-09-10 18:44:55.558458	116.569949	Evening
Mouse	2021-09-10 18:45:01.410801	2021-09-10 18:45:06.686427	5.275626	Evening
Mouse	2021-09-10 18:45:38.910767	2021-09-10 18:45:47.742120	8.831353	Evening
Keyboard	2021-09-10 18:41:41.679245	2021-09-10 18:46:30.613041	288.933796	Evening
Keyboard	2021-09-10 18:46:31.461796	2021-09-10 18:46:46.365248	14.903452	Evening
Keyboard	2021-09-10 18:46:47.411519	2021-09-10 18:46:56.689072	9.277553	Evening
Keyboard	2021-09-10 18:46:57.342226	2021-09-10 18:47:04.390304	7.048078	Evening
Keyboard	2021-09-10 18:47:07.199318	2021-09-10 18:47:22.355265	15.155947	Evening
Keyboard	2021-09-10 18:47:23.599364	2021-09-10 18:47:30.009249	6.409885	Evening
Keyboard	2021-09-10 18:47:30.685535	2021-09-10 18:47:46.121390	15.435855	Evening
Keyboard	2021-09-10 18:47:46.751705	2021-09-10 18:47:52.930188	6.178483	Evening
Keyboard	2021-09-10 18:47:56.836744	2021-09-10 18:48:07.168136	10.331392	Evening
Keyboard	2021-09-10 18:48:07.957030	2021-09-10 18:48:16.625844	8.668814	Evening
Keyboard	2021-09-10 18:48:18.802025	2021-09-10 18:48:25.695597	6.893572	Evening
Keyboard	2021-09-10 18:48:29.025694	2021-09-10 18:48:36.477772	7.452078	Evening
Keyboard	2021-09-10 18:48:37.243724	2021-09-10 18:48:44.847399	7.603675	Evening
Keyboard	2021-09-10 18:48:50.797492	2021-09-10 18:48:56.019532	5.22204	Evening
Keyboard	2021-09-10 18:49:03.568352	2021-09-10 18:49:14.916017	11.347665	Evening
Keyboard	2021-09-10 18:49:20.714516	2021-09-10 18:49:45.310763	24.596247	Evening
Keyboard	2021-09-10 18:49:50.601619	2021-09-10 18:52:27.202977	156.601358	Evening
Keyboard	2021-09-10 18:52:29.074975	2021-09-10 18:53:20.959271	51.884296	Evening
Mouse	2021-09-13 11:06:52.287917	2021-09-13 11:07:18.675367	26.38745	Afternoon
Mouse	2021-09-13 11:08:06.318985	2021-09-13 11:08:13.017076	6.698091	Afternoon
Mouse	2021-09-13 11:08:18.412650	2021-09-13 11:08:25.234412	6.821762	Afternoon
Mouse	2021-09-13 11:08:42.364613	2021-09-13 11:08:48.496252	6.131639	Afternoon
Mouse	2021-09-13 11:09:41.381823	2021-09-13 11:09:48.063956	6.682133	Afternoon
Mouse	2021-09-13 11:09:54.912646	2021-09-13 11:10:26.609898	31.697252	Afternoon
Mouse	2021-09-13 11:10:36.505442	2021-09-13 11:10:48.352769	11.847327	Afternoon
Mouse	2021-09-13 11:10:52.976405	2021-09-13 11:10:58.112726	5.136321	Afternoon
Mouse	2021-09-13 11:11:04.911551	2021-09-13 11:11:14.312449	9.400898	Afternoon
Keyboard	2021-09-13 11:06:22.709997	2021-09-13 11:11:19.060720	296.350723	Afternoon
Mouse	2021-09-13 11:11:18.224955	2021-09-13 11:11:35.313267	17.088312	Afternoon
Mouse	2021-09-13 11:11:58.569090	2021-09-13 11:12:03.721314	5.152224	Afternoon
Mouse	2021-09-13 11:12:53.935061	2021-09-13 11:14:09.104087	75.169026	Afternoon
Keyboard	2021-09-13 11:11:39.177935	2021-09-13 11:14:46.189789	187.011854	Afternoon
Mouse	2021-09-13 11:14:45.632280	2021-09-13 11:14:55.329354	9.697074	Afternoon
Mouse	2021-09-13 11:15:29.896933	2021-09-13 11:15:39.313758	9.416825	Afternoon
Mouse	2021-09-13 11:16:48.052972	2021-09-13 11:16:55.018350	6.965378	Afternoon
Mouse	2021-09-13 11:17:11.662850	2021-09-13 11:17:34.665349	23.002499	Afternoon
Mouse	2021-09-13 11:17:36.583222	2021-09-13 11:17:46.666262	10.08304	Afternoon
Mouse	2021-09-13 11:17:58.397897	2021-09-13 11:18:48.322418	49.924521	Afternoon
Mouse	2021-09-13 11:19:02.864537	2021-09-13 11:19:17.384716	14.520179	Afternoon
Mouse	2021-09-13 11:19:59.490142	2021-09-13 11:20:05.705523	6.215381	Afternoon
Mouse	2021-09-13 11:20:07.771997	2021-09-13 11:20:26.320408	18.548411	Afternoon
Mouse	2021-09-13 11:21:23.459638	2021-09-13 11:22:21.705908	58.24627	Afternoon
Keyboard	2021-09-13 11:14:46.315456	2021-09-13 11:22:37.004007	470.688551	Afternoon
Mouse	2021-09-13 11:22:35.100096	2021-09-13 11:22:41.069139	5.969043	Afternoon
Mouse	2021-09-13 11:22:47.335385	2021-09-13 11:22:56.168768	8.833383	Afternoon
Mouse	2021-09-13 11:23:24.170900	2021-09-13 11:23:33.418177	9.247277	Afternoon
Mouse	2021-09-13 11:24:19.943787	2021-09-13 11:24:25.920802	5.977015	Afternoon
Mouse	2021-09-13 11:24:25.928782	2021-09-13 11:24:31.826015	5.897233	Afternoon
Mouse	2021-09-13 11:24:34.490891	2021-09-13 11:24:40.314321	5.82343	Afternoon
Mouse	2021-09-13 11:24:42.990167	2021-09-13 11:24:58.544582	15.554415	Afternoon
Mouse	2021-09-13 11:25:00.209130	2021-09-13 11:25:07.346049	7.136919	Afternoon
Mouse	2021-09-13 11:25:39.116106	2021-09-13 11:25:58.073421	18.957315	Afternoon
Mouse	2021-09-13 11:26:10.256848	2021-09-13 11:26:17.921356	7.664508	Afternoon
Mouse	2021-09-13 11:26:48.787830	2021-09-13 11:26:54.626221	5.838391	Afternoon
Mouse	2021-09-13 11:27:04.849886	2021-09-13 11:27:09.858496	5.00861	Afternoon
Mouse	2021-09-13 11:27:22.289260	2021-09-13 11:27:28.609364	6.320104	Afternoon
Mouse	2021-09-13 11:28:02.647358	2021-09-13 11:28:09.202831	6.555473	Afternoon
Mouse	2021-09-13 11:28:12.524949	2021-09-13 11:28:17.561484	5.036535	Afternoon
Mouse	2021-09-13 11:28:34.381515	2021-09-13 11:28:39.610531	5.229016	Afternoon
Mouse	2021-09-13 11:28:41.318964	2021-09-13 11:28:47.906352	6.587388	Afternoon
Mouse	2021-09-13 11:29:13.006244	2021-09-13 11:29:21.544416	8.538172	Afternoon
Mouse	2021-09-13 11:29:24.255169	2021-09-13 11:29:31.874796	7.619627	Afternoon
Mouse	2021-09-13 11:30:35.817839	2021-09-13 11:30:42.233682	6.415843	Afternoon
Mouse	2021-09-13 11:30:58.709631	2021-09-13 11:31:04.208929	5.499298	Afternoon
Mouse	2021-09-13 11:31:10.193928	2021-09-13 11:31:17.049598	6.85567	Afternoon
Mouse	2021-09-13 11:31:44.696680	2021-09-13 11:31:50.200962	5.504282	Afternoon
Mouse	2021-09-13 11:31:54.334911	2021-09-13 11:31:59.424304	5.089393	Afternoon
Keyboard	2021-09-13 11:22:40.253322	2021-09-13 11:33:57.450745	677.197423	Afternoon
Mouse	2021-09-13 11:35:09.944283	2021-09-13 11:35:15.064399	5.120116	Afternoon
Mouse	2021-09-13 11:35:18.554203	2021-09-13 11:35:30.921403	12.3672	Afternoon
Keyboard	2021-09-13 11:33:58.138905	2021-09-13 11:35:39.491626	101.352721	Afternoon
Mouse	2021-09-13 11:35:43.662102	2021-09-13 11:35:49.700045	6.037943	Afternoon
Keyboard	2021-09-13 11:35:41.103530	2021-09-13 11:36:10.457822	29.354292	Afternoon
Mouse	2021-09-13 11:36:23.317786	2021-09-13 11:36:31.266598	7.948812	Afternoon
Mouse	2021-09-13 11:36:32.817923	2021-09-13 11:37:12.121001	39.303078	Afternoon
Mouse	2021-09-13 11:37:12.163886	2021-09-13 11:37:18.593549	6.429663	Afternoon
Mouse	2021-09-13 11:37:25.067544	2021-09-13 11:37:57.979696	32.912152	Afternoon
Mouse	2021-09-13 11:38:07.114527	2021-09-13 11:38:16.969386	9.854859	Afternoon
Mouse	2021-09-13 11:38:16.990331	2021-09-13 11:38:43.297953	26.307622	Afternoon
Mouse	2021-09-13 11:38:47.022170	2021-09-13 11:38:53.185476	6.163306	Afternoon
Mouse	2021-09-13 11:38:57.161276	2021-09-13 11:39:04.546546	7.38527	Afternoon
Mouse	2021-09-13 11:39:09.943138	2021-09-13 11:39:24.497535	14.554397	Afternoon
Mouse	2021-09-13 11:39:30.381711	2021-09-13 11:39:40.953997	10.572286	Afternoon
Mouse	2021-09-13 11:39:55.646391	2021-09-13 11:40:08.248294	12.601903	Afternoon
Mouse	2021-09-13 11:40:30.052277	2021-09-13 11:40:42.810175	12.757898	Afternoon
Mouse	2021-09-13 11:40:50.552466	2021-09-13 11:40:58.546094	7.993628	Afternoon
Mouse	2021-09-13 11:41:57.161380	2021-09-13 11:42:06.130400	8.968021	Afternoon
Keyboard	2021-09-13 11:36:14.761679	2021-09-13 11:42:35.902799	381.14112	Afternoon
Keyboard	2021-09-13 11:42:55.367229	2021-09-13 11:43:10.039998	14.672769	Afternoon
Keyboard	2021-09-13 11:43:13.898682	2021-09-13 11:43:39.442388	25.543706	Afternoon
Keyboard	2021-09-13 11:43:40.488591	2021-09-13 11:43:51.225883	10.737292	Afternoon
Keyboard	2021-09-13 11:43:57.238808	2021-09-13 11:44:14.548528	17.30972	Afternoon
Mouse	2021-09-13 11:44:13.865354	2021-09-13 11:44:19.632933	5.767579	Afternoon
Keyboard	2021-09-13 11:44:15.089082	2021-09-13 11:44:22.170149	7.081067	Afternoon
Keyboard	2021-09-13 11:44:22.268885	2021-09-13 11:44:29.540446	7.271561	Afternoon
Keyboard	2021-09-13 11:44:35.280097	2021-09-13 11:45:04.315468	29.035371	Afternoon
Keyboard	2021-09-13 11:45:04.892923	2021-09-13 11:45:49.054852	44.161929	Afternoon
Mouse	2021-09-13 11:47:30.442777	2021-09-13 11:50:34.392962	183.950185	Afternoon
Keyboard	2021-09-13 11:45:52.970382	2021-09-13 11:50:37.314153	284.343771	Afternoon
Mouse	2021-09-13 11:50:44.177806	2021-09-13 11:50:49.713003	5.535197	Afternoon
Mouse	2021-09-13 11:51:33.130921	2021-09-13 11:51:46.266799	13.135878	Afternoon
Mouse	2021-09-13 11:51:48.367184	2021-09-13 11:52:01.027336	12.660152	Afternoon
Mouse	2021-09-13 11:52:13.071135	2021-09-13 11:52:30.512502	17.441367	Afternoon
Mouse	2021-09-13 11:52:45.817584	2021-09-13 11:53:25.769764	39.95218	Afternoon
Mouse	2021-09-13 11:54:18.490808	2021-09-13 11:54:24.232458	5.74165	Afternoon
Keyboard	2021-09-13 11:50:38.229705	2021-09-13 11:55:12.371752	274.142047	Afternoon
Mouse	2021-09-13 11:55:10.350156	2021-09-13 11:55:15.361757	5.011601	Afternoon
Mouse	2021-09-13 11:56:30.443018	2021-09-13 11:56:42.121792	11.678774	Afternoon
Mouse	2021-09-13 11:57:10.583697	2021-09-13 11:57:16.145825	5.562128	Afternoon
Mouse	2021-09-13 11:57:57.756573	2021-09-13 11:59:55.569587	117.813014	Afternoon
Mouse	2021-09-13 12:00:45.239784	2021-09-13 12:00:50.806901	5.567117	Afternoon
Keyboard	2021-09-13 11:55:17.903962	2021-09-13 12:01:39.329177	381.425215	Afternoon
Mouse	2021-09-13 12:02:03.802742	2021-09-13 12:02:13.988512	10.18577	Afternoon
Mouse	2021-09-13 12:02:38.168861	2021-09-13 12:02:43.593357	5.424496	Afternoon
Mouse	2021-09-13 12:03:10.442573	2021-09-13 12:03:16.658953	6.21638	Afternoon
Mouse	2021-09-13 12:03:44.663082	2021-09-13 12:03:51.410041	6.746959	Afternoon
Mouse	2021-09-13 12:04:31.287424	2021-09-13 12:04:51.696857	20.409433	Afternoon
Mouse	2021-09-13 12:05:39.068203	2021-09-13 12:06:05.681050	26.612847	Afternoon
Mouse	2021-09-13 12:07:12.194219	2021-09-13 12:07:18.145306	5.951087	Afternoon
Mouse	2021-09-13 12:07:20.912909	2021-09-13 12:07:29.994627	9.081718	Afternoon
Mouse	2021-09-13 12:08:24.161803	2021-09-13 12:08:35.409730	11.247927	Afternoon
Mouse	2021-09-13 12:08:40.364485	2021-09-13 12:08:45.379077	5.014592	Afternoon
Keyboard	2021-09-13 12:01:40.195860	2021-09-13 12:10:14.706248	514.510388	Afternoon
Mouse	2021-09-13 12:10:25.381707	2021-09-13 12:10:30.786257	5.40455	Afternoon
Keyboard	2021-09-13 12:10:15.700592	2021-09-13 12:10:35.760956	20.060364	Afternoon
Mouse	2021-09-13 12:11:08.647031	2021-09-13 12:11:15.114741	6.46771	Afternoon
Mouse	2021-09-13 12:11:27.880609	2021-09-13 12:14:04.370214	156.489605	Afternoon
Mouse	2021-09-13 12:14:08.381488	2021-09-13 12:14:15.433632	7.052144	Afternoon
Mouse	2021-09-13 12:14:17.552969	2021-09-13 12:14:50.705329	33.15236	Afternoon
Mouse	2021-09-13 12:14:51.587970	2021-09-13 12:15:03.425320	11.83735	Afternoon
Mouse	2021-09-13 12:15:03.538020	2021-09-13 12:15:08.939578	5.401558	Afternoon
Mouse	2021-09-13 12:15:39.114900	2021-09-13 12:15:44.889461	5.774561	Afternoon
Keyboard	2021-09-13 12:10:37.352704	2021-09-13 12:15:52.847186	315.494482	Afternoon
Mouse	2021-09-13 12:16:06.098755	2021-09-13 12:16:15.529541	9.430786	Afternoon
Mouse	2021-09-13 12:16:16.458058	2021-09-13 12:16:24.825687	8.367629	Afternoon
Mouse	2021-09-13 12:16:33.818644	2021-09-13 12:16:40.121790	6.303146	Afternoon
Mouse	2021-09-13 12:17:27.833230	2021-09-13 12:17:33.690568	5.857338	Afternoon
Keyboard	2021-09-13 12:15:59.383741	2021-09-13 12:18:00.661458	121.277717	Afternoon
Keyboard	2021-09-13 12:18:01.490242	2021-09-13 12:18:17.542323	16.052081	Afternoon
Mouse	2021-09-13 12:18:16.568927	2021-09-13 12:18:37.550830	20.981903	Afternoon
Mouse	2021-09-13 12:18:37.834071	2021-09-13 12:18:50.154132	12.320061	Afternoon
Mouse	2021-09-13 12:18:56.820310	2021-09-13 12:19:04.282358	7.462048	Afternoon
Keyboard	2021-09-13 12:18:49.245560	2021-09-13 12:19:13.525645	24.280085	Afternoon
Mouse	2021-09-13 12:19:23.895920	2021-09-13 12:19:33.017531	9.121611	Afternoon
Keyboard	2021-09-13 12:19:13.635353	2021-09-13 12:20:10.393601	56.758248	Afternoon
Keyboard	2021-09-13 12:20:14.100690	2021-09-13 12:20:22.115262	8.014572	Afternoon
Keyboard	2021-09-13 12:20:46.025336	2021-09-13 12:20:58.076117	12.050781	Afternoon
Keyboard	2021-09-13 12:20:59.385614	2021-09-13 12:21:10.378225	10.992611	Afternoon
Keyboard	2021-09-13 12:21:16.626519	2021-09-13 12:21:40.593441	23.966922	Afternoon
Mouse	2021-09-13 12:22:50.475600	2021-09-13 12:22:58.547022	8.071422	Afternoon
Mouse	2021-09-13 12:24:13.584399	2021-09-13 12:24:34.416702	20.832303	Afternoon
Mouse	2021-09-13 12:24:58.881292	2021-09-13 12:25:17.738874	18.857582	Afternoon
Mouse	2021-09-13 12:25:24.599532	2021-09-13 12:25:33.961501	9.361969	Afternoon
Mouse	2021-09-13 12:25:43.350399	2021-09-13 12:25:48.842714	5.492315	Afternoon
Mouse	2021-09-13 12:25:49.805146	2021-09-13 12:25:56.433418	6.628272	Afternoon
Mouse	2021-09-13 12:25:59.116247	2021-09-13 12:26:19.090842	19.974595	Afternoon
Mouse	2021-09-13 12:26:30.428529	2021-09-13 12:26:36.505281	6.076752	Afternoon
Mouse	2021-09-13 12:26:41.867952	2021-09-13 12:26:53.833950	11.965998	Afternoon
Keyboard	2021-09-13 12:21:42.780593	2021-09-13 12:27:15.279614	332.499021	Afternoon
Keyboard	2021-09-13 12:27:15.702482	2021-09-13 12:27:28.339695	12.637213	Afternoon
Mouse	2021-09-13 12:27:27.771215	2021-09-13 12:27:35.409792	7.638577	Afternoon
Mouse	2021-09-13 12:28:00.396987	2021-09-13 12:28:18.706037	18.30905	Afternoon
Keyboard	2021-09-13 12:27:28.860305	2021-09-13 12:28:24.465635	55.60533	Afternoon
Mouse	2021-09-13 12:28:37.648391	2021-09-13 12:28:54.825464	17.177073	Afternoon
Mouse	2021-09-13 12:29:07.663143	2021-09-13 12:29:13.010844	5.347701	Afternoon
Mouse	2021-09-13 12:29:15.599924	2021-09-13 12:29:26.385085	10.785161	Afternoon
Mouse	2021-09-13 12:30:17.599159	2021-09-13 12:30:23.217138	5.617979	Afternoon
Mouse	2021-09-13 12:30:51.208300	2021-09-13 12:30:56.396428	5.188128	Afternoon
Mouse	2021-09-13 12:31:10.426920	2021-09-13 12:31:15.794566	5.367646	Afternoon
Mouse	2021-09-13 12:32:32.334926	2021-09-13 12:32:40.738457	8.403531	Afternoon
Keyboard	2021-09-13 12:28:24.592298	2021-09-13 12:32:58.944780	274.352482	Afternoon
Mouse	2021-09-13 12:33:09.713988	2021-09-13 12:33:14.992875	5.278887	Afternoon
Mouse	2021-09-13 12:33:16.239540	2021-09-13 12:33:31.379062	15.139522	Afternoon
Keyboard	2021-09-13 12:32:59.469380	2021-09-13 12:33:32.167953	32.698573	Afternoon
Mouse	2021-09-13 12:33:41.584777	2021-09-13 12:33:47.770239	6.185462	Afternoon
Keyboard	2021-09-13 12:33:34.264350	2021-09-13 12:33:48.964047	14.699697	Afternoon
Keyboard	2021-09-13 12:33:49.352022	2021-09-13 12:34:09.239836	19.887814	Afternoon
Keyboard	2021-09-13 12:34:14.714277	2021-09-13 12:34:24.697587	9.98331	Afternoon
Keyboard	2021-09-13 12:34:26.484808	2021-09-13 12:34:33.794264	7.309456	Afternoon
Keyboard	2021-09-13 12:34:37.717775	2021-09-13 12:34:44.864668	7.146893	Afternoon
Mouse	2021-09-13 12:34:44.693125	2021-09-13 12:34:50.266224	5.573099	Afternoon
Mouse	2021-09-13 12:35:05.884468	2021-09-13 12:35:18.354128	12.46966	Afternoon
Mouse	2021-09-13 12:35:24.959468	2021-09-13 12:35:42.114601	17.155133	Afternoon
Keyboard	2021-09-13 12:34:49.144224	2021-09-13 12:35:44.059403	54.915179	Afternoon
Keyboard	2021-09-13 12:35:49.320337	2021-09-13 12:35:57.442619	8.122282	Afternoon
Keyboard	2021-09-13 12:35:58.705244	2021-09-13 12:36:42.918036	44.212792	Afternoon
Keyboard	2021-09-13 12:36:50.774039	2021-09-13 12:36:58.201177	7.427138	Afternoon
Mouse	2021-09-13 12:37:13.349673	2021-09-13 12:37:47.970112	34.620439	Afternoon
Mouse	2021-09-13 12:37:49.521961	2021-09-13 12:37:57.169517	7.647556	Afternoon
Mouse	2021-09-13 12:37:59.505270	2021-09-13 12:38:04.786152	5.280882	Afternoon
Mouse	2021-09-13 12:38:04.805100	2021-09-13 12:38:10.977597	6.172497	Afternoon
Mouse	2021-09-13 12:38:35.881015	2021-09-13 12:39:20.354109	44.473094	Afternoon
Mouse	2021-09-13 12:39:26.084790	2021-09-13 12:41:03.563168	97.478378	Afternoon
Mouse	2021-09-13 12:41:18.255884	2021-09-13 12:41:25.361887	7.106003	Afternoon
Keyboard	2021-09-13 12:37:00.450160	2021-09-13 12:41:38.487792	278.037632	Afternoon
Mouse	2021-09-13 12:41:30.053342	2021-09-13 12:42:07.313722	37.26038	Afternoon
Mouse	2021-09-13 12:42:17.084598	2021-09-13 12:42:37.177877	20.093279	Afternoon
Keyboard	2021-09-13 12:41:38.651354	2021-09-13 12:43:08.655716	90.004362	Afternoon
Mouse	2021-09-13 12:43:02.771451	2021-09-13 12:44:14.425872	71.654421	Afternoon
Keyboard	2021-09-13 12:43:08.784373	2021-09-13 12:44:17.713085	68.928712	Afternoon
Mouse	2021-09-13 12:44:23.959382	2021-09-13 12:45:05.051516	41.092134	Afternoon
Mouse	2021-09-13 12:45:05.911220	2021-09-13 12:45:11.091368	5.180148	Afternoon
Mouse	2021-09-13 12:45:17.709674	2021-09-13 12:45:34.515744	16.80607	Afternoon
Mouse	2021-09-13 12:45:57.865312	2021-09-13 12:46:33.267659	35.402347	Afternoon
Mouse	2021-09-13 12:46:34.834471	2021-09-13 12:46:57.771145	22.936674	Afternoon
Mouse	2021-09-13 12:47:16.506056	2021-09-13 12:47:22.657609	6.151553	Afternoon
Keyboard	2021-09-13 12:44:18.095061	2021-09-13 12:47:29.880298	191.785237	Afternoon
Mouse	2021-09-13 12:47:29.739675	2021-09-13 12:47:51.122505	21.38283	Afternoon
Mouse	2021-09-13 12:47:51.536398	2021-09-13 12:48:09.435544	17.899146	Afternoon
Mouse	2021-09-13 12:48:10.114725	2021-09-13 12:48:26.675448	16.560723	Afternoon
Mouse	2021-09-13 12:48:47.412007	2021-09-13 12:51:26.435842	159.023835	Afternoon
Mouse	2021-09-13 12:51:28.460424	2021-09-13 12:54:58.347263	209.886839	Afternoon
Mouse	2021-09-13 12:55:10.491794	2021-09-13 12:55:16.530648	6.038854	Afternoon
Keyboard	2021-09-13 12:47:31.270580	2021-09-13 12:55:42.566039	491.295459	Afternoon
Keyboard	2021-09-13 12:55:43.719955	2021-09-13 12:55:48.742527	5.022572	Afternoon
Keyboard	2021-09-13 12:55:53.916720	2021-09-13 12:56:02.067907	8.151187	Afternoon
Mouse	2021-09-13 12:56:20.646228	2021-09-13 12:56:26.610282	5.964054	Afternoon
Mouse	2021-09-13 12:56:30.272489	2021-09-13 12:57:13.993596	43.721107	Afternoon
Keyboard	2021-09-13 12:56:05.600453	2021-09-13 12:57:50.848061	105.247608	Afternoon
Keyboard	2021-09-13 12:57:51.228044	2021-09-13 12:58:18.795340	27.567296	Afternoon
Keyboard	2021-09-13 12:58:21.127105	2021-09-13 12:58:27.287638	6.160533	Afternoon
Keyboard	2021-09-13 12:58:28.014691	2021-09-13 12:58:52.716647	24.701956	Afternoon
Mouse	2021-09-13 12:59:13.210853	2021-09-13 12:59:27.025916	13.815063	Afternoon
Mouse	2021-09-13 12:59:36.489614	2021-09-13 12:59:41.602943	5.113329	Afternoon
Mouse	2021-09-13 12:59:41.614912	2021-09-13 12:59:53.729524	12.114612	Afternoon
Mouse	2021-09-13 12:59:53.795345	2021-09-13 12:59:58.961532	5.166187	Afternoon
Mouse	2021-09-13 13:00:00.991106	2021-09-13 13:00:26.418123	25.427017	Afternoon
Mouse	2021-09-13 13:00:31.771809	2021-09-13 13:00:36.826296	5.054487	Afternoon
Keyboard	2021-09-13 12:59:01.179021	2021-09-13 13:00:43.682964	102.503943	Afternoon
Mouse	2021-09-13 13:00:46.069583	2021-09-13 13:00:52.930240	6.860657	Afternoon
Mouse	2021-09-13 13:01:16.944036	2021-09-13 13:01:25.394445	8.450409	Afternoon
Keyboard	2021-09-13 13:00:51.326528	2021-09-13 13:01:34.837198	43.51067	Afternoon
Mouse	2021-09-13 13:01:34.803292	2021-09-13 13:01:41.411620	6.608328	Afternoon
Mouse	2021-09-13 13:01:46.271625	2021-09-13 13:02:06.073688	19.802063	Afternoon
Keyboard	2021-09-13 13:01:37.095160	2021-09-13 13:02:11.387475	34.292315	Afternoon
Keyboard	2021-09-13 13:02:17.045348	2021-09-13 13:02:25.969487	8.924139	Afternoon
Mouse	2021-09-13 13:02:28.412955	2021-09-13 13:02:33.844433	5.431478	Afternoon
Keyboard	2021-09-13 13:02:33.325821	2021-09-13 13:02:42.408536	9.082715	Afternoon
Mouse	2021-09-13 13:02:41.978685	2021-09-13 13:02:50.339331	8.360646	Afternoon
Mouse	2021-09-13 13:02:54.162120	2021-09-13 13:03:16.905303	22.743183	Afternoon
Keyboard	2021-09-13 13:02:49.724974	2021-09-13 13:03:38.019852	48.294878	Afternoon
Keyboard	2021-09-13 13:03:48.175698	2021-09-13 13:03:56.960212	8.784514	Afternoon
Mouse	2021-09-13 13:03:59.678944	2021-09-13 13:04:19.803138	20.124194	Afternoon
Mouse	2021-09-13 13:04:20.787507	2021-09-13 13:04:26.094320	5.306813	Afternoon
Keyboard	2021-09-13 13:04:24.917465	2021-09-13 13:04:50.091161	25.173696	Afternoon
Keyboard	2021-09-13 13:04:50.181917	2021-09-13 13:05:04.015930	13.834013	Afternoon
Mouse	2021-09-13 13:05:21.708626	2021-09-13 13:05:28.610173	6.901547	Afternoon
Mouse	2021-09-13 13:05:31.600179	2021-09-13 13:05:37.026671	5.426492	Afternoon
Mouse	2021-09-13 13:05:37.208186	2021-09-13 13:05:49.235031	12.026845	Afternoon
Mouse	2021-09-13 13:05:49.254978	2021-09-13 13:05:58.689753	9.434775	Afternoon
Mouse	2021-09-13 13:06:17.116486	2021-09-13 13:06:22.907005	5.790519	Afternoon
Keyboard	2021-09-13 13:05:05.241655	2021-09-13 13:06:38.779566	93.537911	Afternoon
Keyboard	2021-09-13 13:06:42.265247	2021-09-13 13:07:03.089571	20.824324	Afternoon
Mouse	2021-09-13 13:07:29.989650	2021-09-13 13:07:36.859284	6.869634	Afternoon
Mouse	2021-09-13 13:07:45.115210	2021-09-13 13:07:50.122821	5.007611	Afternoon
Mouse	2021-09-13 13:08:05.693191	2021-09-13 13:08:11.363033	5.669842	Afternoon
Keyboard	2021-09-13 13:07:06.590212	2021-09-13 13:08:15.070122	68.47991	Afternoon
Mouse	2021-09-13 13:08:18.286522	2021-09-13 13:08:23.794795	5.508273	Afternoon
Keyboard	2021-09-13 13:08:25.934076	2021-09-13 13:08:37.499158	11.565082	Afternoon
Mouse	2021-09-13 13:08:37.368504	2021-09-13 13:08:45.027028	7.658524	Afternoon
Mouse	2021-09-13 13:08:46.223828	2021-09-13 13:08:52.071194	5.847366	Afternoon
Mouse	2021-09-13 13:09:03.083751	2021-09-13 13:09:12.154499	9.070748	Afternoon
Mouse	2021-09-13 13:09:12.163476	2021-09-13 13:09:18.016825	5.853349	Afternoon
Mouse	2021-09-13 13:09:36.724807	2021-09-13 13:09:43.080814	6.356007	Afternoon
Mouse	2021-09-13 13:09:44.833133	2021-09-13 13:09:51.706752	6.873619	Afternoon
Mouse	2021-09-13 13:10:48.912803	2021-09-13 13:10:56.257169	7.344366	Afternoon
Mouse	2021-09-13 13:11:46.131821	2021-09-13 13:11:53.026389	6.894568	Afternoon
